iter	Logloss
1512	0.1892488104
1513	0.1892265668
1514	0.1892020896
1515	0.1891714332
1516	0.1891486853
1517	0.1891273038
1518	0.1890997561
1519	0.1890671095
1520	0.1890491341
1521	0.1890284092
1522	0.1890078303
1523	0.1889945406
1524	0.1889787596
1525	0.1889564624
1526	0.1889420564
1527	0.1889177382
1528	0.1888950409
1529	0.1888794588
1530	0.1888542948
1531	0.1888371944
1532	0.1888178643
1533	0.188800979
1534	0.1887749033
1535	0.1887493423
1536	0.1887217785
1537	0.1886921286
1538	0.1886658922
1539	0.1886393337
1540	0.1886236315
1541	0.1886018221
1542	0.1885783673
1543	0.1885589376
1544	0.1885421381
1545	0.1885208599
1546	0.1884952187
1547	0.1884724538
1548	0.1884430267
1549	0.1884331279
1550	0.1884156577
1551	0.1883959092
1552	0.1883726648
1553	0.1883561362
1554	0.188334197
1555	0.1883177489
1556	0.1882974639
1557	0.1882762525
1558	0.1882574277
1559	0.1882244182
1560	0.1882070355
1561	0.1881823657
1562	0.188156442
1563	0.1880958129
1564	0.1880270697
1565	0.1879974282
1566	0.1879765752
1567	0.187951028
1568	0.1879308738
1569	0.1879023373
1570	0.1878794254
1571	0.1878666041
1572	0.1878408687
1573	0.187816872
1574	0.1877909489
1575	0.1877697281
1576	0.1877461538
1577	0.1877242223
1578	0.1876997438
1579	0.1876718877
1580	0.1876431233
1581	0.1876267014
1582	0.1876051373
1583	0.1875779641
1584	0.1875605198
1585	0.187539246
1586	0.1875145792
1587	0.1874354468
1588	0.1874170201
1589	0.1874030315
1590	0.1873747352
1591	0.1873592934
1592	0.1873383136
1593	0.1873212358
1594	0.1873029403
1595	0.1872846162
1596	0.1872336857
1597	0.1872181439
1598	0.1872014663
1599	0.1871916498
1600	0.1871730475
1601	0.1871455706
1602	0.1871214702
1603	0.1871097028
1604	0.1870826564
1605	0.1870601746
1606	0.1870371073
1607	0.1870216803
1608	0.1870027029
1609	0.1869816444
1610	0.1869675733
1611	0.1869371651
1612	0.1869144038
1613	0.1868929648
1614	0.1868783736
1615	0.1868499756
1616	0.1868210257
1617	0.1868036794
1618	0.1867846828
1619	0.1867635704
1620	0.1867396821
1621	0.1867184287
1622	0.1866905371
1623	0.1866663998
1624	0.186646028
1625	0.1866298242
1626	0.1866031377
1627	0.1865866826
1628	0.186562617
1629	0.1865363697
1630	0.1865198421
1631	0.1864953256
1632	0.1864702649
1633	0.1864003718
1634	0.1863826165
1635	0.1863555203
1636	0.1863368591
1637	0.1863109947
1638	0.1862847235
1639	0.186269991
1640	0.1862507921
1641	0.1862334824
1642	0.1862095091
1643	0.1861868733
1644	0.1861620565
1645	0.1861522872
1646	0.1861318228
1647	0.1861073294
1648	0.1860902274
1649	0.1860718617
1650	0.1860457132
1651	0.1860240159
1652	0.1859985368
1653	0.1859744035
1654	0.1859525042
1655	0.185929
1656	0.1859131858
1657	0.1858729815
1658	0.1858565737
1659	0.185840799
1660	0.1857935364
1661	0.18578226
1662	0.1857565798
1663	0.1857438831
1664	0.185720467
1665	0.1856948996
1666	0.1856757269
1667	0.1856530815
1668	0.1856339659
1669	0.1856187173
1670	0.1855986582
1671	0.1855785899
1672	0.185560906
1673	0.1855413471
1674	0.1855152875
1675	0.1854885941
1676	0.1854690953
1677	0.185448921
1678	0.1854209717
1679	0.1853937055
1680	0.1853700048
1681	0.1853415836
1682	0.1853118073
1683	0.1852875183
1684	0.1852750725
1685	0.185252271
1686	0.1852376197
1687	0.1852134518
1688	0.1851985522
1689	0.1851833386
1690	0.1851574756
1691	0.1851385972
1692	0.1851129255
1693	0.1850929479
1694	0.1850698088
1695	0.1850451839
1696	0.1850216458
1697	0.1849982685
1698	0.1849752311
1699	0.1849462604
1700	0.1849283677
1701	0.1849138312
1702	0.1848930811
1703	0.1848731065
1704	0.1848527373
1705	0.1848246161
1706	0.1848000239
1707	0.1847773505
1708	0.1847512439
1709	0.1847235468
1710	0.1847023059
1711	0.1846833064
1712	0.1846542454
1713	0.1846359411
1714	0.1846118162
1715	0.1845962214
1716	0.1845731239
1717	0.1845547142
1718	0.1845261478
1719	0.1845036687
1720	0.1844819733
1721	0.1844661469
1722	0.1844450619
1723	0.1844268207
1724	0.1843978013
1725	0.1843777569
1726	0.1843600423
1727	0.1843427873
1728	0.1843258637
1729	0.1843078523
1730	0.1842902976
1731	0.1842684219
1732	0.1842543591
1733	0.1842382452
1734	0.1842178552
1735	0.184197741
1736	0.1841772516
1737	0.1841627751
1738	0.1841481141
1739	0.1841202288
1740	0.1840950956
1741	0.1840792126
1742	0.1840646852
1743	0.1840517065
1744	0.1840299321
1745	0.1840027434
1746	0.1839773062
1747	0.1839647302
1748	0.1839404989
1749	0.1839215799
1750	0.1839009255
1751	0.1838770379
1752	0.1838556715
1753	0.1838345634
1754	0.1838175536
1755	0.18378804
1756	0.183769386
1757	0.18375387
1758	0.1837368833
1759	0.1837134425
1760	0.1836928904
1761	0.1836687364
1762	0.1836493902
1763	0.1836294975
1764	0.1836096339
1765	0.1835949262
1766	0.1835751093
1767	0.1835561312
1768	0.1835379608
1769	0.1835091376
1770	0.1834878709
1771	0.1834723438
1772	0.1834512361
1773	0.1834290721
1774	0.1834060018
1775	0.1833856339
1776	0.1833634085
1777	0.1833460638
1778	0.1833284843
1779	0.1832995192
1780	0.1832807586
1781	0.1832630837
1782	0.1832325769
1783	0.1832127069
1784	0.1831937962
1785	0.1831397793
1786	0.1831192147
1787	0.1831016826
1788	0.1830768034
1789	0.1830565355
1790	0.1830406223
1791	0.1830163198
1792	0.1829940605
1793	0.182974356
1794	0.1829521201
1795	0.1829295079
1796	0.1829168071
1797	0.1828896244
1798	0.1828727053
1799	0.1828549533
1800	0.1828339935
1801	0.1828140296
1802	0.1827971185
1803	0.1827745508
1804	0.1827597626
1805	0.1827372341
1806	0.1827239223
1807	0.1826936691
1808	0.1826726265
1809	0.1826459538
1810	0.1826275341
1811	0.1826052953
1812	0.1825907805
1813	0.1825659389
1814	0.1825473632
1815	0.1825348056
1816	0.1825162705
1817	0.182494888
1818	0.1824721177
1819	0.1824425684
1820	0.1824237775
1821	0.1824010995
1822	0.1823802485
1823	0.1823560474
1824	0.1823358969
1825	0.1823053179
1826	0.1822810497
1827	0.182260541
1828	0.1822440637
1829	0.1822142353
1830	0.1821929352
1831	0.1821656331
1832	0.1821426353
1833	0.1821227697
1834	0.1820962941
1835	0.1820713575
1836	0.1820454713
1837	0.1820186775
1838	0.1819953988
1839	0.1819707722
1840	0.1819465511
1841	0.1819291426
1842	0.1819120576
1843	0.1818920702
1844	0.1818677313
1845	0.1818532621
1846	0.1818299532
1847	0.1818055001
1848	0.181786403
1849	0.1817669143
1850	0.1817375204
1851	0.1817181903
1852	0.1816926613
1853	0.1816734916
1854	0.1816555856
1855	0.1816322465
1856	0.181607775
1857	0.1815871004
1858	0.1815594117
1859	0.1815424808
1860	0.1815175394
1861	0.1814983899
1862	0.1814777435
1863	0.1814406736
1864	0.181423305
1865	0.1814047027
1866	0.1813841778
1867	0.1813609712
1868	0.1813363558
1869	0.181314886
1870	0.1812924526
1871	0.1812721106
1872	0.1812533962
1873	0.1812359019
1874	0.1812207818
1875	0.1812024715
1876	0.1811829294
1877	0.1811646214
1878	0.1811397996
1879	0.1811162211
1880	0.1810986365
1881	0.1810865081
1882	0.1810578551
1883	0.1810430786
1884	0.1810193634
1885	0.1809994133
1886	0.1809849731
1887	0.1809677382
1888	0.180950307
1889	0.1809344457
1890	0.180920082
1891	0.1808946155
1892	0.1808685811
1893	0.1808452111
1894	0.1808318101
1895	0.1807942243
1896	0.1807716043
1897	0.1807526162
1898	0.180731429
1899	0.1807087744
1900	0.1806884884
1901	0.1806676605
1902	0.1806477973
1903	0.1806298524
1904	0.1806117504
1905	0.1805890116
1906	0.1805743536
1907	0.1805539713
1908	0.1805335907
1909	0.1805058581
1910	0.1804773033
1911	0.1804529768
1912	0.1804300809
1913	0.1804154595
1914	0.1803976327
1915	0.1803809842
1916	0.1803125515
1917	0.1802983806
1918	0.1802806582
1919	0.1802592629
1920	0.1802381716
1921	0.1802121036
1922	0.1801913845
1923	0.1801693539
1924	0.1801405459
1925	0.1801174525
1926	0.1800887184
1927	0.1800674946
1928	0.1800434318
1929	0.1800269065
1930	0.1800093773
1931	0.1799870776
1932	0.1799625089
1933	0.1799460055
1934	0.1799233714
1935	0.1799069008
1936	0.1798796855
1937	0.1798591815
1938	0.1798387884
1939	0.179823369
1940	0.1798058891
1941	0.1797848857
1942	0.1797610336
1943	0.1797550194
1944	0.1797338382
1945	0.1797194171
1946	0.1796986627
1947	0.1796790179
1948	0.1796537658
1949	0.1796286273
1950	0.1796128435
1951	0.1795954509
1952	0.1795840805
1953	0.1795654903
1954	0.1795457629
1955	0.1795339785
1956	0.1795102995
1957	0.1794973917
1958	0.1794840651
1959	0.1794694792
1960	0.1794579236
1961	0.1794343386
1962	0.1794171413
1963	0.1793985483
1964	0.179383682
1965	0.1793608358
1966	0.1793348369
1967	0.1793151612
1968	0.1792974317
1969	0.1792795757
1970	0.1792621974
1971	0.1792385118
1972	0.1792244246
1973	0.1792071819
1974	0.1791823749
1975	0.1791670679
1976	0.1791496904
1977	0.1791248863
1978	0.17910247
1979	0.1790776419
1980	0.1790577163
1981	0.179037794
1982	0.1790170792
1983	0.1790036415
1984	0.1789846657
1985	0.1789694554
1986	0.1788958886
1987	0.178876433
1988	0.1788650079
1989	0.1788444813
1990	0.1788280476
1991	0.1788038147
1992	0.1787838991
1993	0.178758532
1994	0.1787414223
1995	0.1787176047
1996	0.1787020884
1997	0.1786841804
1998	0.178669563
1999	0.178650046
