iter	Logloss
122	0.2773272861
123	0.2771452822
124	0.2767284892
125	0.2754098247
126	0.2752293881
127	0.2747936459
128	0.2746595162
129	0.274323902
130	0.2741176067
131	0.2739193187
132	0.2735022716
133	0.2733417716
134	0.2724469292
135	0.2720059973
136	0.2704343815
137	0.2701397706
138	0.2688982387
139	0.2687185904
140	0.2683815978
141	0.2681549208
142	0.2680225439
143	0.2678685641
144	0.2676917433
145	0.2669987904
146	0.2668613998
147	0.2663103488
148	0.2661773366
149	0.2660481023
150	0.2659209671
151	0.2657931684
152	0.2656505934
153	0.2655213401
154	0.2653296445
155	0.2650929711
156	0.2647555215
157	0.2646162404
158	0.264228502
159	0.2636218738
160	0.2633621633
161	0.262856171
162	0.2627451758
163	0.2626483319
164	0.2625541599
165	0.262447996
166	0.2616257709
167	0.2614790267
168	0.2608766554
169	0.2605384276
170	0.2602123441
171	0.2600005823
172	0.2598750156
173	0.2597419002
174	0.2595839399
175	0.2594311457
176	0.2592219135
177	0.2591303547
178	0.258585237
179	0.2584047954
180	0.2582884796
181	0.2581887084
182	0.2579116213
183	0.2578101568
184	0.2567462713
185	0.2566177996
186	0.2561228866
187	0.2560206298
188	0.255904968
189	0.2554163947
190	0.2552051157
191	0.2548495852
192	0.2543683484
193	0.2542900002
194	0.2541543231
195	0.2538636445
196	0.2537649096
197	0.2536568825
198	0.2535209067
199	0.2532590815
200	0.2530574115
201	0.2529363421
202	0.2528643843
203	0.2527471029
204	0.2520851831
205	0.2518129012
206	0.2515164909
207	0.2514338971
208	0.2511486411
209	0.251065474
210	0.2509623165
211	0.2507653228
212	0.2506628616
213	0.2505515941
214	0.2504838724
215	0.2500712992
216	0.2497512009
217	0.24946203
218	0.2493597764
219	0.2491959463
220	0.2491316328
221	0.2490674367
222	0.2487891621
223	0.2486865422
224	0.2485573533
225	0.2483621949
226	0.2483049977
227	0.2482212527
228	0.24812868
229	0.2478992481
230	0.247834963
231	0.2477188557
232	0.2476394991
233	0.2475237548
234	0.2474099082
235	0.2473442106
236	0.2472395574
237	0.2466800485
238	0.2466046138
239	0.2465162518
240	0.246410749
241	0.2462585884
242	0.2461517279
243	0.2460624626
244	0.245748126
245	0.2456386423
246	0.2455576224
247	0.2454867399
248	0.2454080737
249	0.2453232549
250	0.2451966938
251	0.2450932557
252	0.2449547441
253	0.2447778484
254	0.2441610364
255	0.2440278348
256	0.2438039573
257	0.2437362661
258	0.2431273459
259	0.2430325515
260	0.2427351328
261	0.2421734521
262	0.2420749866
263	0.2413633039
264	0.2412724139
265	0.2410973825
266	0.2410165044
267	0.2409539545
268	0.2408750816
269	0.2404513229
270	0.240389165
271	0.2403316953
272	0.2401951795
273	0.2399891159
274	0.2399209062
275	0.2398082448
276	0.2397237373
277	0.2396562458
278	0.2395649467
279	0.2393274685
280	0.2392355658
281	0.2391551242
282	0.2390918176
283	0.2390117786
284	0.2389031113
285	0.2385086414
286	0.2383046398
287	0.2382149595
288	0.2381411054
289	0.2379868532
290	0.2378997829
291	0.2375205202
292	0.2374698297
293	0.237372971
294	0.2371832673
295	0.2370967612
296	0.2370443671
297	0.2369651109
298	0.2369195385
299	0.2368290134
300	0.2367489376
301	0.2366504665
302	0.2365819036
303	0.2364960856
304	0.2362742072
305	0.2361917755
306	0.2361337483
307	0.2360708307
308	0.2354528394
309	0.2353843194
310	0.2352913032
311	0.2352255161
312	0.2350983154
313	0.2350416759
314	0.2345940929
315	0.2343895889
316	0.2343203268
317	0.234250298
318	0.2340904794
319	0.2340223449
320	0.2339471703
321	0.2338764007
322	0.2336765714
323	0.2333462999
324	0.2330976127
325	0.2329795097
326	0.2329202363
327	0.2328604109
328	0.2327456548
329	0.2326795898
330	0.2326306556
331	0.2325669859
332	0.232500329
333	0.2324133923
334	0.2323384694
335	0.2322754215
336	0.2322087281
337	0.2321539331
338	0.2321058872
339	0.2320622101
340	0.2319982126
341	0.231931482
342	0.2318834187
343	0.2318039753
344	0.2316403905
345	0.23156416
346	0.2315009315
347	0.231439715
348	0.2314013661
349	0.23132997
350	0.2312687148
351	0.2312241654
352	0.2311423352
353	0.231079001
354	0.2310086358
355	0.2309588138
356	0.2308849983
357	0.2308203911
358	0.2307590091
359	0.2306770015
360	0.2306284207
361	0.2305544304
362	0.2305072748
363	0.2304723312
364	0.2303941481
365	0.2303201339
366	0.2302564124
367	0.2302081533
368	0.2301553738
369	0.2300858803
370	0.230024103
371	0.2299708069
372	0.229905313
373	0.2298538842
374	0.2298011248
375	0.2297442194
376	0.2296995364
377	0.2296460314
378	0.2295972729
379	0.2295569602
380	0.2294966701
381	0.2293635502
382	0.2293031311
383	0.2292444529
384	0.2292058685
385	0.2291457093
386	0.2291039529
387	0.2290511341
388	0.2289807164
389	0.2289408007
390	0.2288755356
391	0.2288099337
392	0.2287093943
393	0.2286555459
394	0.2286051494
395	0.22854054
396	0.2284155283
397	0.2283727371
398	0.228319118
399	0.2282709608
400	0.2282283769
401	0.2281696508
402	0.2281111886
403	0.2280525835
404	0.2279918486
405	0.2279410756
406	0.2278697193
407	0.2278109994
408	0.2277477388
409	0.2276692434
410	0.2276297752
411	0.2275567076
412	0.2275083712
413	0.2274621217
414	0.2273907931
415	0.2273384893
416	0.2272953671
417	0.227221831
418	0.2271622987
419	0.2271256658
420	0.2270839436
421	0.227001115
422	0.226947908
423	0.2268879272
424	0.2268455192
425	0.2267816491
426	0.226612443
427	0.2265800528
428	0.2265330989
429	0.2264935777
430	0.2264382919
431	0.2263658162
432	0.226239818
433	0.2261982588
434	0.2261465611
435	0.2260940516
436	0.2260194494
437	0.2259343112
438	0.2258835443
439	0.2258203108
440	0.2257468704
441	0.2256895658
442	0.2256454216
443	0.2255306292
444	0.225426984
445	0.225368686
446	0.2253217743
447	0.2252714328
448	0.2251838391
449	0.2251462043
450	0.2251071724
451	0.2250811567
452	0.2250266639
453	0.224986135
454	0.2249543781
455	0.2248890114
456	0.2248112258
457	0.2247553114
458	0.2246415233
459	0.2245904761
460	0.224529335
461	0.2244669567
462	0.2244148193
463	0.2243703951
464	0.2243067957
465	0.224257857
466	0.2242087542
467	0.2241746011
468	0.2241329346
469	0.2240880128
470	0.2240243777
471	0.2239226545
472	0.2238763792
473	0.2238174493
474	0.2237598158
475	0.2237146053
476	0.223667943
477	0.2236239638
478	0.2235273658
479	0.2234888682
480	0.223435529
481	0.223380957
482	0.2233289571
483	0.2232829088
484	0.2232381136
485	0.2231886993
486	0.223139616
487	0.223091938
488	0.2230389443
489	0.2229683417
490	0.2229283635
491	0.2228739056
492	0.2228165969
493	0.2227605276
494	0.222725427
495	0.2226965062
496	0.222660052
497	0.2226177876
498	0.2225617132
499	0.2225218594
500	0.2224829367
501	0.2224210104
502	0.2223726285
503	0.2223283191
504	0.2222889524
505	0.2222453434
506	0.222197006
507	0.2221514265
508	0.2221089974
509	0.2220754341
510	0.2220255395
511	0.2218569502
512	0.2218064719
513	0.2217493615
514	0.2217019553
515	0.2216500091
516	0.2216112631
517	0.2215717394
518	0.2215356664
519	0.2214862864
520	0.2214398632
521	0.2213922919
522	0.2212484929
523	0.2212042246
524	0.2211445464
525	0.2210978187
526	0.2210598934
527	0.2210211807
528	0.2209821334
529	0.2209475373
530	0.2209056527
531	0.2208682328
532	0.2208134451
533	0.2207733241
534	0.220747361
535	0.2207067555
536	0.2206506298
537	0.2205999384
538	0.2205772606
539	0.2205430127
540	0.2205151047
541	0.220463923
542	0.220399946
543	0.2203488239
544	0.2203152714
545	0.2202802728
546	0.2202283723
547	0.2201970196
548	0.2201589823
549	0.2201218662
550	0.2200015104
551	0.2199620516
552	0.2199277905
553	0.2198764406
554	0.21983071
555	0.2197792853
556	0.2197386138
557	0.2196860591
558	0.2196460756
559	0.2195976058
560	0.2195543301
561	0.2195083566
562	0.2194754687
563	0.2193854141
564	0.2193442791
565	0.2192955058
566	0.2192342511
567	0.2191799472
568	0.2191508217
569	0.2191081076
570	0.2190653605
571	0.2190226679
572	0.2189688236
573	0.2189488965
574	0.2189151052
575	0.2188554337
576	0.2188160937
577	0.2187742532
578	0.2187211407
579	0.2186972053
580	0.2186642563
581	0.218625039
582	0.2185900624
583	0.218523929
584	0.2184893619
585	0.2184479
586	0.2184033894
587	0.2183557946
588	0.2183114343
589	0.2182704616
590	0.2182388996
591	0.2181937514
592	0.2181472505
593	0.2181093876
594	0.2180719549
595	0.2180352718
596	0.2180090574
597	0.2179712293
598	0.2178990348
599	0.2178684753
600	0.2177503716
601	0.2177098351
602	0.2176732902
603	0.2176306406
604	0.2176076843
605	0.2175679384
606	0.2175439468
607	0.2174823324
608	0.2174336471
609	0.2173933335
610	0.2173445703
611	0.2173056547
612	0.2172642485
613	0.2172104819
614	0.217146618
615	0.2171046314
616	0.2170751979
617	0.2170278361
618	0.2169817552
619	0.2169463191
620	0.2168990987
621	0.2168567461
622	0.2168176655
623	0.2167780297
624	0.2167423457
625	0.2167114976
626	0.2166661582
627	0.2166087194
628	0.2165706672
629	0.216533242
630	0.2165068941
631	0.2164596113
632	0.2163306509
633	0.2163013034
634	0.2162584302
635	0.2162250626
636	0.2161854872
637	0.2161467961
638	0.2161152334
639	0.2160843255
640	0.216042814
641	0.2160026219
642	0.2159604273
643	0.2159211264
644	0.2158791379
645	0.2158359245
646	0.2157824865
647	0.2157394695
648	0.215706647
649	0.2156607023
650	0.2156296824
651	0.2155844987
652	0.2155189975
653	0.2154875643
654	0.2154443482
655	0.2154010919
656	0.2153631163
657	0.2153229463
658	0.2152872946
659	0.2152488662
660	0.215215978
661	0.2151766031
662	0.2150702118
663	0.2150384564
664	0.2150030477
665	0.214967504
666	0.2149341279
667	0.2148647527
668	0.2148286372
669	0.2147881753
670	0.2147384545
671	0.2147034449
672	0.2146596189
673	0.2146231955
674	0.2145782314
675	0.2145369011
676	0.2144937979
677	0.214318699
678	0.2142892789
679	0.2142562055
680	0.2142274498
681	0.214188565
682	0.2141524243
683	0.2140984702
684	0.2140690308
685	0.2140203938
686	0.2139751384
687	0.2139414704
688	0.2139068616
689	0.2138687934
690	0.2138360514
691	0.2137926655
692	0.213763289
693	0.2137101626
694	0.2136854822
695	0.2136522733
696	0.2136307625
697	0.2135975602
698	0.2135665506
699	0.2134979873
700	0.2134504918
701	0.2134135267
702	0.2133873165
703	0.2133618182
704	0.2133176989
705	0.2132899875
706	0.2132547994
707	0.2132182841
708	0.2131861792
709	0.2131122713
710	0.213066324
711	0.2130267493
712	0.2129493204
713	0.2128624549
714	0.2128365136
715	0.2128009762
716	0.2127679231
717	0.2127432704
718	0.2127123975
719	0.2126734998
720	0.2126441819
721	0.2126185312
722	0.2125924485
723	0.2125512884
724	0.2125065222
725	0.2124585861
726	0.2124181879
727	0.2123890907
728	0.2123585304
729	0.2123014921
730	0.2122710841
731	0.2122378073
732	0.212196928
733	0.2121600395
734	0.2121341459
735	0.2121056144
736	0.2120738288
737	0.2120345782
738	0.2119968401
739	0.2118647741
740	0.2118285004
741	0.2117380035
742	0.2116948673
743	0.2116716293
744	0.2116382163
745	0.2116126952
746	0.2115816121
747	0.2115351588
748	0.2114952015
749	0.2114587204
750	0.2114261939
751	0.2113967834
752	0.2113597427
753	0.2113137772
754	0.2112736335
755	0.211248589
756	0.2112108542
757	0.2111763717
758	0.2111526947
759	0.2111195857
760	0.2110877545
761	0.2110514163
762	0.2110142266
763	0.2109828946
764	0.2109442015
765	0.2109201628
766	0.2108933647
767	0.2108514331
768	0.2108289225
769	0.2107894995
770	0.210650118
771	0.210633835
772	0.2106103721
773	0.2105887399
774	0.2105513917
775	0.21051856
776	0.2104789745
777	0.2104379348
778	0.2104046258
779	0.2103547729
780	0.2103166852
781	0.2102883113
782	0.2102464474
783	0.2102205867
784	0.2101769747
785	0.2101102159
786	0.2100774626
787	0.2100486963
788	0.2100221512
789	0.209989351
790	0.2099580827
791	0.2099269969
792	0.2099001319
793	0.209860372
794	0.2098202852
795	0.2097823969
796	0.2097522266
797	0.2097216436
798	0.2096994476
799	0.2096638496
800	0.2096309736
801	0.2095958957
802	0.2095538856
803	0.2095271223
804	0.2094953301
805	0.2094603757
806	0.2094305759
807	0.2093972427
808	0.2093536368
809	0.2093057715
810	0.2092771688
811	0.2092477561
812	0.2092083954
813	0.2091814234
814	0.2091553594
815	0.2091172946
816	0.2090831831
817	0.2090328416
818	0.2089982831
819	0.2089708085
820	0.2089283675
821	0.2088559606
822	0.2088255165
823	0.2087955851
824	0.2087720571
825	0.2087368029
826	0.2087155694
827	0.2086762831
828	0.208640916
829	0.2086034847
830	0.2085688182
831	0.2085219393
832	0.20848339
833	0.2084406398
834	0.2084138424
835	0.208371002
836	0.2082968956
837	0.2082704907
838	0.2082281873
839	0.2081970941
840	0.2081602593
841	0.2081231334
842	0.2081044405
843	0.2080742735
844	0.2080281275
845	0.2079985485
846	0.2079533279
847	0.2079289095
848	0.2078950637
849	0.207860708
850	0.2078273146
851	0.2077856219
852	0.20772012
853	0.2076680028
854	0.2076398075
855	0.2076065992
856	0.2075834
857	0.2075460707
858	0.2075121042
859	0.2074830364
860	0.207446907
861	0.2074055444
862	0.20737941
863	0.2073502852
864	0.2073226885
865	0.2073032702
866	0.2072684158
867	0.2072399225
868	0.207215596
869	0.2071702156
870	0.2071288539
871	0.2070994365
872	0.2070717083
873	0.2070427587
874	0.2070074064
875	0.2069513134
876	0.2069189683
877	0.2068901045
878	0.2068636937
879	0.206827918
880	0.2067979344
881	0.2067654596
882	0.2067461635
883	0.2067001604
884	0.2066812978
885	0.2066426016
886	0.2066064614
887	0.2065729278
888	0.206538182
889	0.206507079
890	0.2064792836
891	0.2064604204
892	0.2064296877
893	0.2064021212
894	0.2063675299
895	0.2063369127
896	0.2063078214
897	0.2062758849
898	0.2062438905
899	0.2062147604
900	0.2061444033
901	0.2061026502
902	0.2060772151
903	0.2060347734
904	0.2060017122
905	0.2059707808
906	0.2059356855
907	0.2059109154
908	0.2058794843
909	0.2058529304
910	0.2058238352
911	0.2057983986
912	0.2057581447
913	0.2057179949
914	0.2056987598
915	0.2056554255
916	0.205622275
917	0.2055874395
918	0.2055574725
919	0.2055238864
920	0.2054150823
921	0.2053875993
922	0.2053530095
923	0.2053227937
924	0.2052982336
925	0.2052719052
926	0.2052284812
927	0.2052008526
928	0.2051750195
929	0.2051441316
930	0.2051169055
931	0.2050908979
932	0.2050635456
933	0.2050271524
934	0.2049823125
935	0.2049591003
936	0.2049300155
937	0.2049024749
938	0.2048789596
939	0.2048518494
940	0.2048240287
941	0.204791008
942	0.2047677475
943	0.2047348662
944	0.2047073366
945	0.2046754806
946	0.2046420435
947	0.2046112323
948	0.2045758588
949	0.2045543343
950	0.2045314247
951	0.204494049
952	0.2044584238
953	0.204425473
954	0.2043936099
955	0.2043624736
956	0.2043356902
957	0.2043162028
958	0.2042791912
959	0.2042564786
960	0.2042273072
961	0.2041931168
962	0.2041553486
963	0.2041312495
964	0.2040962922
965	0.2040636484
966	0.2040328785
967	0.2040121761
968	0.2039802232
969	0.2039176522
970	0.2038940585
971	0.2038373467
972	0.2038062987
973	0.2037620824
974	0.2037406727
975	0.2037193975
976	0.2036895996
977	0.2036571789
978	0.2036376016
979	0.2036033644
980	0.2035672306
981	0.2035079711
982	0.2034697844
983	0.2034399667
984	0.203408263
985	0.2033740518
986	0.2033579396
987	0.2033313535
988	0.2033047006
989	0.2032741033
990	0.2032510128
991	0.2032166997
992	0.2031852823
993	0.2031615271
994	0.203134156
995	0.203109342
996	0.2030768145
997	0.2030539757
998	0.2030239786
999	0.202998715
1000	0.2029714927
1001	0.2029599478
1002	0.202930348
1003	0.2029051208
1004	0.2028633694
1005	0.2028353062
1006	0.2028119977
1007	0.2027888771
1008	0.2027594127
1009	0.2027209276
1010	0.2026936295
1011	0.2026604645
1012	0.2026270077
1013	0.2026071099
1014	0.202575916
1015	0.2025089472
1016	0.2024911979
1017	0.202462669
1018	0.2024286796
1019	0.2024095224
1020	0.2023838074
1021	0.2023610535
1022	0.2023291243
1023	0.2022508203
1024	0.202219128
1025	0.2021853543
1026	0.2021501439
1027	0.2021247471
1028	0.2020960401
1029	0.2020645276
1030	0.2020344741
1031	0.2019975774
1032	0.2019723535
1033	0.2019413558
1034	0.2019158928
1035	0.2018867046
1036	0.2018571228
1037	0.2018256923
1038	0.2017993726
1039	0.2017773102
1040	0.2017526997
1041	0.2017339935
1042	0.2017132209
1043	0.2016806562
1044	0.2015712277
1045	0.2015486218
1046	0.2015194256
1047	0.2014968892
1048	0.2014659911
1049	0.2014423119
1050	0.2014201535
1051	0.2013875568
1052	0.2013623545
1053	0.2013308406
1054	0.2012984826
1055	0.2012694776
1056	0.2012457013
1057	0.2012257605
1058	0.2011442032
1059	0.2011259807
1060	0.2010926333
1061	0.2010716812
1062	0.2010407687
1063	0.2010047127
1064	0.2009668725
1065	0.2009385118
1066	0.2009186901
1067	0.2008820385
1068	0.2008513039
1069	0.2008178225
1070	0.2007870288
1071	0.2007579395
1072	0.2007280139
1073	0.2006986587
1074	0.2006625731
1075	0.2006379865
1076	0.2006066954
1077	0.2005837224
1078	0.2005545537
1079	0.2005272489
1080	0.2004983936
1081	0.200474823
1082	0.2004458013
1083	0.2004204606
1084	0.2003988066
1085	0.2003753978
1086	0.2003477819
1087	0.2003150246
1088	0.200285879
1089	0.2002572348
1090	0.2002342953
1091	0.2002130007
1092	0.2001901935
1093	0.200163602
1094	0.2001414467
1095	0.2001121528
1096	0.2000829088
1097	0.2000606592
1098	0.2000324639
1099	0.200018078
1100	0.2000009588
1101	0.1999753092
1102	0.1999469847
1103	0.1999201882
1104	0.1998950218
1105	0.1998723508
1106	0.1998526634
1107	0.199828712
1108	0.1997983846
1109	0.1997750057
1110	0.1997566188
1111	0.1997269228
1112	0.1996963978
1113	0.1996759316
1114	0.1996421631
1115	0.1996142579
1116	0.1995768094
1117	0.1995450022
1118	0.1995157937
1119	0.1994905578
1120	0.1994660853
1121	0.1994329461
1122	0.1994013082
1123	0.1993819976
1124	0.199351189
1125	0.1993207855
1126	0.1992718127
1127	0.1992512603
1128	0.1992261781
1129	0.1991998444
1130	0.1991808244
1131	0.1991520778
1132	0.1991173067
1133	0.1990922742
1134	0.1990661756
1135	0.1990380259
1136	0.1990183251
1137	0.1989835418
1138	0.1989578834
1139	0.1989413249
1140	0.1989105799
1141	0.1988831302
1142	0.198856926
1143	0.1988250169
1144	0.1988056972
1145	0.1987723876
1146	0.1987494414
1147	0.1987282551
1148	0.1987104937
1149	0.1986764469
1150	0.1986432735
1151	0.1985532732
1152	0.1985181896
1153	0.1984942754
1154	0.1984503095
1155	0.1984250898
1156	0.1984000721
1157	0.1983656398
1158	0.1983381085
1159	0.1983112966
1160	0.1982824192
1161	0.1982579735
1162	0.1982373087
1163	0.1982111723
1164	0.1981880966
1165	0.1981619792
1166	0.1980735074
1167	0.1980545874
1168	0.1980286807
1169	0.1979784046
1170	0.1979569818
1171	0.1979308151
1172	0.1979110499
1173	0.1978860248
1174	0.1978592129
1175	0.1978225089
1176	0.1977966795
1177	0.1977731757
1178	0.1977430504
1179	0.1977253648
1180	0.1977048023
1181	0.1976692996
1182	0.1976418364
1183	0.1976185278
1184	0.1975869433
1185	0.197559617
1186	0.197541607
1187	0.197517164
1188	0.1974923683
1189	0.1974644562
1190	0.1974464834
1191	0.1974220105
1192	0.1974019668
1193	0.1973763095
1194	0.1973596691
1195	0.1973325553
1196	0.1972928697
1197	0.1972266287
1198	0.1972037346
1199	0.1971774499
1200	0.1971554066
1201	0.1971347371
1202	0.1971069263
1203	0.1970790803
1204	0.1970461186
1205	0.1970163068
1206	0.1969906257
1207	0.1969630521
1208	0.1969389315
1209	0.1969007376
1210	0.1968844371
1211	0.1968566874
1212	0.1968288236
1213	0.1968014457
1214	0.196779135
1215	0.1967500871
1216	0.1967172094
1217	0.1966966248
1218	0.1966625818
1219	0.1966378378
1220	0.1966222453
1221	0.1965905758
1222	0.1965593368
1223	0.1965308016
1224	0.1965105548
1225	0.1964889482
1226	0.1964559932
1227	0.1964277809
1228	0.1964072989
1229	0.196388181
1230	0.1963600901
1231	0.1963312834
1232	0.1963070284
1233	0.1962796507
1234	0.1962482434
1235	0.1962196495
1236	0.1961897443
1237	0.1961206122
1238	0.1960945916
1239	0.196065652
1240	0.196038203
1241	0.1960051541
1242	0.1959866065
1243	0.1959641388
1244	0.1959309688
1245	0.1959080602
1246	0.1958813714
1247	0.1958563249
1248	0.1958226999
1249	0.1957969327
1250	0.1957785318
1251	0.1957574643
1252	0.1957267639
1253	0.1957016868
1254	0.1956782776
1255	0.1956636786
1256	0.1956206451
1257	0.1955948818
1258	0.1955640054
1259	0.1955433493
1260	0.1955125002
1261	0.1954901875
1262	0.1954673216
1263	0.1954412512
1264	0.1954216997
1265	0.1953964105
1266	0.1953776365
1267	0.195341299
1268	0.1953180066
1269	0.1952957943
1270	0.1952362573
1271	0.195203805
1272	0.195177035
1273	0.1951486733
1274	0.1951254644
1275	0.1950974379
1276	0.1950771364
1277	0.1950440617
1278	0.1950296413
1279	0.1949892649
1280	0.1949254622
1281	0.1948975313
1282	0.1948667014
1283	0.1948418676
1284	0.1948177404
1285	0.1947871212
1286	0.1947689765
1287	0.1947399931
1288	0.1947132127
1289	0.1946956741
1290	0.1946719344
1291	0.1946539116
1292	0.1946336913
1293	0.1946082125
1294	0.1945895934
1295	0.1945655685
1296	0.1945409443
1297	0.194525327
1298	0.194495658
1299	0.1944690455
1300	0.1944469231
1301	0.1944228338
1302	0.1944022183
1303	0.194379927
1304	0.1943589132
1305	0.194313747
1306	0.1942904228
1307	0.1942632025
1308	0.1942424967
1309	0.1942157182
1310	0.1941823968
1311	0.1941587055
1312	0.1941339668
1313	0.1941185072
1314	0.1940975175
1315	0.1940850815
1316	0.1940590249
1317	0.1939974126
1318	0.1939774789
1319	0.1939500489
1320	0.1939288063
1321	0.1939035734
1322	0.1938744795
1323	0.1938479725
1324	0.1938236624
1325	0.1937974364
1326	0.1937671161
1327	0.1937393698
1328	0.1937135575
1329	0.1936882129
1330	0.1936700455
1331	0.1936448957
1332	0.1936268659
1333	0.1935959386
1334	0.1935633484
1335	0.1935389637
1336	0.1935156811
1337	0.1934870623
1338	0.1934632908
1339	0.1934367698
1340	0.1934196849
1341	0.1933957076
1342	0.193373904
1343	0.193347286
1344	0.1933226574
1345	0.1932939887
1346	0.193268426
1347	0.1932440292
1348	0.1932247535
1349	0.1931956291
1350	0.1931794971
1351	0.1931567298
1352	0.193135724
1353	0.1931215489
1354	0.19310438
1355	0.1930872575
1356	0.1930554383
1357	0.1930327542
1358	0.1930114568
1359	0.1929943658
1360	0.1929703104
1361	0.1929497922
1362	0.1929192072
1363	0.1928901881
1364	0.1928685952
1365	0.1928410736
1366	0.1928201327
1367	0.1927926266
1368	0.1927741814
1369	0.1927553449
1370	0.1927376204
1371	0.1927138812
1372	0.1927014847
1373	0.1926762894
1374	0.1926615552
1375	0.1926396553
1376	0.1926177896
1377	0.1926016428
1378	0.1925677386
1379	0.1925444797
1380	0.1925247604
1381	0.1924986784
1382	0.1924782166
1383	0.1924525861
1384	0.1924245824
1385	0.1924098848
1386	0.1923889307
1387	0.1923683394
1388	0.1923388089
1389	0.1922894748
1390	0.1922588009
1391	0.1922409503
1392	0.1921609639
1393	0.1921370118
1394	0.1920593259
1395	0.192037311
1396	0.1920113101
1397	0.19198279
1398	0.1919592187
1399	0.1919243925
1400	0.1918976728
1401	0.1918726343
1402	0.1918489909
1403	0.1918185786
1404	0.191793229
1405	0.1917699594
1406	0.1917453017
1407	0.1917193286
1408	0.1916953239
1409	0.1916694438
1410	0.1916413448
1411	0.1916281622
1412	0.1916030686
1413	0.1915723206
1414	0.1915575085
1415	0.1915373695
1416	0.1915205104
1417	0.1915004096
1418	0.1914798609
1419	0.1914595175
1420	0.19143632
1421	0.1914135829
1422	0.1913951997
1423	0.1913700538
1424	0.1913414806
1425	0.1913095608
1426	0.1912634467
1427	0.1912369525
1428	0.1912204343
1429	0.1912014529
1430	0.1911554482
1431	0.1911299224
1432	0.1911028374
1433	0.1910847729
1434	0.1910631169
1435	0.191022396
1436	0.1910041258
1437	0.1909755809
1438	0.1909524697
1439	0.1909190108
1440	0.1908987697
1441	0.1908729363
1442	0.1908559999
1443	0.190841046
1444	0.1908208343
1445	0.1907995354
1446	0.1907745434
1447	0.1907544105
1448	0.1907355055
1449	0.1907070396
1450	0.1906871576
1451	0.1906658995
1452	0.1906446526
1453	0.1906193902
1454	0.1905950933
1455	0.1905697498
1456	0.1905482237
1457	0.1905287753
1458	0.1904988465
1459	0.1904743146
1460	0.1904523375
1461	0.190427868
1462	0.1904103291
1463	0.1903844479
1464	0.1903612263
1465	0.1903360066
1466	0.1903126441
1467	0.1902850629
1468	0.1902703173
1469	0.190248919
1470	0.1902257984
1471	0.1901999918
1472	0.1901736564
1473	0.190145545
1474	0.1901283916
1475	0.1901053143
1476	0.1900861062
1477	0.1900587665
1478	0.1900069049
1479	0.1899864787
1480	0.1899579367
1481	0.1899329415
1482	0.1899035671
1483	0.1898793426
1484	0.1898545445
1485	0.1898358494
1486	0.1898093841
1487	0.1897807197
1488	0.1897620185
1489	0.1897489416
1490	0.189724097
1491	0.1897013659
1492	0.1896748536
1493	0.1896539687
1494	0.1896334082
1495	0.1896069842
1496	0.1895857711
1497	0.1895654861
1498	0.1895540378
1499	0.1895328221
1500	0.1895086597
1501	0.1894828802
1502	0.1894618627
1503	0.1894352971
1504	0.1894090227
1505	0.189385782
1506	0.1893651786
1507	0.1893508293
1508	0.1893264978
1509	0.1893071
1510	0.1892829949
1511	0.1892669128
