iter	Passed	Remaining
357	26473	121421
358	26546	121343
359	26613	121240
360	26682	121142
361	26764	121107
362	26834	121012
363	26900	120903
364	26968	120802
365	27035	120699
366	27098	120575
367	27164	120466
368	27229	120356
369	27299	120264
370	27363	120148
371	27422	120012
372	27490	119910
373	27548	119769
374	27606	119628
375	27666	119495
376	27728	119371
377	27786	119232
378	27844	119091
379	27907	118975
380	27970	118854
381	28035	118747
382	28097	118625
383	28163	118522
384	28237	118450
385	28301	118339
386	28375	118268
387	28443	118174
388	28527	118144
389	28690	118439
390	28748	118300
391	28806	118164
392	28862	118021
393	28929	117919
394	28992	117804
395	29058	117700
396	29119	117578
397	29173	117425
398	29234	117305
399	29299	117199
400	29368	117106
401	29434	117006
402	29493	116877
403	29556	116760
404	29635	116713
405	29708	116637
406	29774	116536
407	29837	116425
408	29897	116302
409	30001	116348
410	30094	116349
411	30187	116354
412	30272	116326
413	30349	116267
414	30422	116190
415	30507	116162
416	30565	116030
417	30625	115907
418	30685	115784
419	30753	115692
420	30813	115570
421	30881	115474
422	30941	115353
423	31004	115244
424	31060	115107
425	31126	115006
426	31180	114865
427	31237	114731
428	31295	114603
429	31348	114459
430	31416	114365
431	31473	114237
432	31536	114127
433	31590	113989
434	31653	113878
435	31715	113769
436	31771	113634
437	31890	113726
438	31958	113636
439	32008	113484
440	32113	113525
441	32222	113579
442	32383	113816
443	32524	113983
444	33639	117550
445	33762	117637
446	33820	117500
447	33881	117375
448	33942	117250
449	34001	117116
450	34057	116974
451	34117	116846
452	34183	116738
453	34255	116649
454	34316	116523
455	34379	116407
456	34452	116322
457	34536	116278
458	34611	116201
459	34698	116163
460	34761	116046
461	34827	115941
462	34886	115811
463	34947	115689
464	35006	115557
465	35068	115439
466	35131	115325
467	35197	115220
468	35262	115111
469	35323	114990
470	35385	114871
471	35438	114725
472	35501	114608
473	35565	114499
474	35633	114401
475	35699	114298
476	35763	114187
477	35836	114106
478	35897	113986
479	35961	113877
480	36024	113765
481	36097	113684
482	36168	113598
483	36233	113491
484	36331	113489
485	36416	113446
486	36475	113321
487	36545	113230
488	36608	113119
489	36679	113031
490	36736	112901
491	36894	113083
492	36961	112982
493	37025	112875
494	37099	112795
495	37160	112679
496	37226	112577
497	37464	112994
498	37756	113571
499	38077	114233
500	38383	114844
501	38484	114839
502	38556	114750
503	38649	114722
504	38723	114636
505	38801	114565
506	38885	114508
507	38992	114520
508	39101	114538
509	39224	114596
510	39347	114653
511	39444	114635
512	39533	114594
513	39586	114447
514	39678	114412
515	39780	114407
516	39926	114526
517	40163	114908
518	40642	115976
519	40829	116206
520	40908	116128
521	40976	116021
522	41282	116586
523	41389	116586
524	41478	116534
525	41550	116435
526	41614	116316
527	41683	116208
528	41740	116068
529	41797	115928
530	41863	115813
531	41940	115729
532	42035	115696
533	42104	115589
534	42173	115483
535	42243	115380
536	42309	115267
537	42397	115214
538	42457	115085
539	42522	114968
540	42592	114865
541	42653	114739
542	42717	114620
543	42781	114502
544	42841	114374
545	42900	114243
546	42958	114111
547	43020	113989
548	43093	113894
549	43149	113757
550	43207	113625
551	43279	113531
552	43446	113684
553	43722	114120
554	43998	114555
555	44193	114774
556	44296	114758
557	44389	114712
558	44499	114712
559	44580	114634
560	44656	114547
561	44723	114435
562	44792	114328
563	44853	114200
564	44914	114073
565	44977	113953
566	45037	113824
567	45102	113710
568	45161	113578
569	45223	113454
570	45298	113364
571	45381	113294
572	45446	113179
573	45510	113063
574	45600	113010
575	45687	112948
576	45755	112841
577	45845	112790
578	45934	112734
579	45991	112600
580	46047	112464
581	46114	112355
582	46181	112245
583	46277	112206
584	46368	112156
585	46467	112124
586	46575	112113
587	46643	112007
588	46713	111906
589	46779	111796
590	46848	111691
591	46914	111581
592	46988	111488
593	47061	111395
594	47415	111965
595	47867	112762
596	47964	112720
597	48038	112624
598	48106	112515
599	48195	112455
600	48298	112429
601	48371	112332
602	48472	112299
603	48562	112241
604	48629	112129
605	48740	112118
606	48797	111984
607	48871	111890
608	48947	111800
609	49017	111695
610	49089	111597
611	49162	111499
612	49227	111384
613	49289	111261
614	49361	111164
615	49431	111059
616	49494	110941
617	49569	110848
618	49634	110736
619	49713	110652
620	49779	110541
621	49841	110421
622	49904	110302
623	49959	110167
624	50023	110052
625	50095	109953
626	50158	109837
627	50222	109720
628	50281	109596
629	50346	109483
630	50405	109357
631	50465	109235
632	50529	109121
633	50614	109051
634	50862	109333
635	51088	109567
636	51233	109624
637	51442	109819
638	51527	109747
639	51596	109641
640	51665	109536
641	51734	109431
642	51802	109326
643	51869	109216
644	51951	109137
645	52015	109023
646	52090	108930
647	52154	108816
648	52218	108702
649	52281	108583
650	52336	108451
651	52408	108353
652	52479	108254
653	52548	108149
654	52623	108058
655	52697	107965
656	52775	107881
657	52834	107757
658	52894	107635
659	52965	107536
660	53051	107467
661	53129	107381
662	53216	107315
663	53290	107223
664	53364	107131
665	53440	107042
666	53512	106943
667	53574	106827
668	53630	106699
669	53696	106591
670	53778	106515
671	53860	106438
672	54125	106723
673	54180	106593
674	54239	106470
675	54292	106336
676	54348	106208
677	54405	106082
678	54456	105946
679	54508	105810
680	54894	106323
681	55157	106594
682	55383	106793
683	55464	106711
684	55523	106589
685	55593	106486
686	55684	106424
687	55762	106337
688	55834	106239
689	55928	106183
690	56020	106123
691	56128	106093
692	56206	106005
693	56285	105920
694	56350	105809
695	56416	105699
696	56471	105569
697	56538	105462
698	56610	105365
699	56678	105260
700	56741	105145
701	56803	105030
702	56860	104903
703	56926	104796
704	56999	104701
705	57056	104577
706	57132	104486
707	57194	104372
708	57266	104275
709	57340	104182
710	57406	104074
711	57474	103971
712	57530	103846
713	57718	103957
714	58090	104400
715	58225	104415
716	58285	104295
717	58368	104217
718	58439	104117
719	58509	104017
720	58571	103901
721	58638	103795
722	58723	103721
723	58821	103668
724	58901	103585
725	58977	103494
726	59051	103400
727	59147	103345
728	59228	103264
729	59325	103210
730	59411	103136
731	59508	103083
732	59611	103039
733	59699	102969
734	59775	102878
735	59874	102827
736	59950	102738
737	60015	102627
738	60086	102529
739	60154	102425
740	60219	102315
741	60282	102204
742	60356	102110
743	60425	102008
744	60508	101930
745	60594	101856
746	60704	101824
747	60795	101759
748	60875	101676
749	60947	101579
750	61021	101485
751	61120	101433
752	61199	101349
753	61386	101442
754	61487	101392
755	61560	101298
756	61671	101264
757	61760	101195
758	61847	101123
759	61966	101103
760	62091	101091
761	62193	101044
762	62327	101046
763	62443	101020
764	62517	100926
765	62595	100838
766	62753	100880
767	62926	100945
768	63019	100880
769	63153	100882
770	63264	100845
771	63345	100762
772	63428	100680
773	63510	100599
774	63590	100513
775	63683	100449
776	63774	100381
777	63854	100295
778	63933	100208
779	64009	100116
780	64101	100050
781	64177	99959
782	64235	99840
783	64295	99723
784	64356	99609
785	64418	99496
786	64482	99386
787	64543	99273
788	64617	99178
789	64779	99219
790	64981	99320
791	65246	99517
792	65423	99578
793	65567	99590
794	65655	99515
795	65727	99417
796	65791	99305
797	65851	99189
798	65910	99071
799	65971	98957
800	66029	98838
801	66087	98718
802	66148	98604
803	66208	98489
804	66301	98423
805	66370	98320
806	66436	98214
807	66500	98104
808	66573	98008
809	66684	97968
810	66755	97869
811	66816	97755
812	66908	97688
813	66976	97584
814	67044	97482
815	67109	97374
816	67165	97254
817	67225	97139
818	67284	97025
819	67345	96911
820	67404	96796
821	67466	96684
822	67548	96602
823	67648	96546
824	67795	96557
825	67949	96576
826	68024	96484
827	68089	96378
828	68165	96286
829	68240	96194
830	68313	96099
831	68389	96008
832	68464	95915
833	68538	95822
834	68604	95717
835	68687	95636
836	68764	95547
837	68871	95499
838	68963	95431
839	69038	95339
840	69110	95243
841	69193	95162
842	69288	95096
843	69378	95025
844	69454	94934
845	69523	94834
846	69602	94748
847	69697	94683
848	69765	94582
849	69836	94484
850	69910	94392
851	69994	94311
852	70060	94208
853	70131	94110
854	70205	94017
855	70275	93919
856	70346	93822
857	70439	93754
858	70512	93660
859	70595	93579
860	70669	93486
861	70744	93396
862	70815	93299
863	70892	93210
864	70974	93128
865	71056	93045
866	71157	92988
867	71234	92900
868	71312	92812
869	71392	92728
870	71467	92636
871	71539	92541
872	71624	92464
873	71698	92371
874	71787	92298
875	71866	92212
876	71949	92131
877	72043	92064
878	72113	91967
879	72193	91883
880	72267	91790
881	72345	91703
882	72410	91599
883	72480	91503
884	72560	91418
885	72638	91330
886	72716	91243
887	72792	91154
888	72859	91053
889	72930	90958
890	73002	90863
891	73072	90767
892	73141	90668
893	73215	90577
894	73281	90475
895	73362	90393
896	73444	90311
897	73525	90227
898	73601	90139
899	73664	90034
900	73727	89930
901	73792	89827
902	73873	89744
903	73938	89642
904	74003	89540
905	74066	89435
906	74156	89363
907	74263	89312
908	74380	89272
909	74521	89261
910	74630	89212
911	74753	89179
912	74893	89167
913	75007	89123
914	75087	89037
915	75179	88967
916	75277	88904
917	75355	88817
918	75450	88751
919	75530	88665
920	75614	88585
921	75696	88503
922	75768	88410
923	75831	88306
924	75892	88199
925	75978	88121
926	76090	88074
927	76183	88004
928	76318	87983
929	76404	87906
930	76481	87817
931	76556	87727
932	76627	87633
933	76697	87537
934	76780	87455
935	76849	87358
936	76918	87261
937	76998	87177
938	77069	87083
939	77149	86998
940	77217	86900
941	77312	86833
942	77384	86739
943	77460	86651
944	77541	86567
945	77628	86490
946	77718	86417
947	77807	86343
948	77886	86257
949	77976	86184
950	78080	86126
951	78204	86090
952	78348	86076
953	78429	85993
954	78513	85912
955	78580	85814
956	78643	85711
957	78715	85617
958	78779	85515
959	78880	85453
960	78956	85364
961	79039	85283
962	79130	85210
963	79206	85122
964	79273	85023
965	79339	84924
966	79424	84844
967	79503	84760
968	79572	84664
969	79640	84566
970	79715	84477
971	79785	84382
972	79935	84371
973	80115	84392
974	80401	84524
975	80587	84550
976	80683	84482
977	80752	84385
978	80813	84280
979	80877	84178
980	80967	84103
981	81042	84013
982	81102	83907
983	81171	83811
984	81256	83730
985	81332	83642
986	81395	83539
987	81458	83437
988	81535	83349
989	81601	83250
990	81662	83145
991	81738	83056
992	81821	82974
993	81895	82883
994	81978	82801
995	82047	82706
996	82129	82623
997	82198	82527
998	82295	82460
999	82371	82371
1000	82431	82267
1001	82488	82158
1002	82554	82060
1003	82615	81957
1004	82681	81858
1005	82749	81762
1006	82830	81679
1007	82897	81582
1008	82968	81488
1009	83046	81401
1010	83128	81319
1011	83221	81247
1012	83332	81193
1013	83398	81095
1014	83510	81042
1015	83628	80994
1016	83690	80892
1017	83755	80793
1018	83814	80688
1019	83891	80601
1020	83983	80528
1021	84083	80463
1022	84174	80389
1023	84283	80332
1024	84363	80247
1025	84440	80160
1026	84497	80054
1027	84556	79950
1028	84666	79894
1029	84780	79841
1030	84860	79757
1031	84963	79694
1032	85079	79644
1033	85178	79576
1034	85293	79525
1035	85402	79467
1036	85521	79418
1037	85621	79352
1038	85700	79266
1039	85804	79204
1040	85937	79168
1041	86008	79074
1042	86089	78991
1043	86173	78909
1044	86257	78828
1045	86326	78734
1046	86407	78649
1047	86515	78590
1048	86632	78539
1049	86764	78501
1050	86824	78398
1051	86930	78336
1052	87074	78309
1053	87174	78242
1054	87318	78214
1055	87459	78183
1056	87531	78090
1057	87627	78019
1058	87750	77972
1059	87817	77875
1060	87882	77777
1061	87953	77684
1062	88035	77600
1063	88108	77509
1064	88172	77409
1065	88243	77316
1066	88358	77262
1067	88451	77187
1068	88545	77114
1069	88629	77033
1070	88694	76934
1071	88770	76846
1072	88882	76788
1073	89024	76756
1074	89188	76743
1075	89313	76696
1076	89404	76620
1077	89489	76539
1078	89556	76442
1079	89620	76343
1080	89726	76279
1081	89788	76179
1082	89893	76114
1083	90044	76088
1084	90156	76030
1085	90227	75937
1086	90299	75845
1087	90371	75752
1088	90459	75674
1089	90526	75577
1090	90591	75479
1091	90664	75387
1092	90749	75305
1093	90822	75214
1094	90897	75124
1095	90970	75034
1096	91065	74961
1097	91141	74872
1098	91205	74773
1099	91259	74666
1100	91337	74579
1101	91399	74479
1102	91460	74378
1103	91554	74304
1104	91699	74272
1105	91826	74225
1106	91972	74193
1107	92043	74100
1108	92121	74013
1109	92188	73917
1110	92251	73817
1111	92330	73731
1112	92391	73631
1113	92472	73546
1114	92545	73455
1115	92605	73354
1116	92672	73258
1117	92740	73163
1118	92796	73059
1119	92853	72956
1120	92914	72855
1121	92996	72772
1122	93058	72673
1123	93147	72595
1124	93216	72501
1125	93298	72418
1126	93372	72328
1127	93440	72234
1128	93517	72146
1129	93578	72047
1130	93634	71943
1131	93713	71858
1132	93775	71759
1133	93840	71662
1134	93901	71563
1135	93969	71469
1136	94035	71374
1137	94120	71293
1138	94181	71194
1139	94257	71106
1140	94327	71014
1141	94389	70916
1142	94462	70826
1143	94535	70736
1144	94600	70640
1145	94681	70556
1146	94754	70466
1147	94814	70367
1148	94876	70269
1149	94948	70179
1150	95009	70080
1151	95077	69987
1152	95143	69893
1153	95211	69799
1154	95277	69705
1155	95338	69607
1156	95399	69508
1157	95468	69416
1158	95525	69315
1159	95579	69212
1160	95646	69119
1161	95731	69039
1162	95809	68953
1163	95878	68861
1164	95940	68764
1165	96019	68679
1166	96094	68591
1167	96158	68496
1168	96228	68405
1169	96310	68323
1170	96380	68231
1171	96450	68140
1172	96519	68049
1173	96579	67951
1174	96639	67853
1175	96713	67765
1176	96774	67668
1177	96837	67572
1178	96897	67474
1179	96969	67385
1180	97045	67298
1181	97113	67207
1182	97181	67115
1183	97257	67028
1184	97331	66940
1185	97423	66865
1186	97488	66771
1187	97550	66675
1188	97607	66576
1189	97678	66487
1190	97741	66392
1191	97808	66299
1192	97869	66203
1193	97935	66110
1194	97994	66013
1195	98054	65916
1196	98125	65826
1197	98211	65747
1198	98275	65653
1199	98338	65559
1200	98400	65463
1201	98467	65371
1202	98536	65281
1203	98605	65191
1204	98673	65099
1205	98767	65025
1206	98840	64938
1207	98896	64839
1208	98962	64747
1209	99038	64661
1210	99099	64566
1211	99166	64474
1212	99232	64382
1213	99306	64295
1214	99370	64202
1215	99430	64106
1216	99503	64019
1217	99575	63931
1218	99639	63837
1219	99697	63741
1220	99763	63649
1221	99838	63563
1222	99908	63474
1223	99976	63384
1224	100041	63291
1225	100169	63239
1226	100238	63149
1227	100303	63057
1228	100365	62963
1229	100434	62873
1230	100498	62781
1231	100578	62698
1232	100647	62608
1233	100712	62516
1234	100774	62423
1235	100832	62326
1236	100901	62237
1237	100972	62149
1238	101035	62056
1239	101097	61962
1240	101165	61873
1241	101230	61781
1242	101296	61690
1243	101377	61609
1244	101462	61529
1245	101528	61438
1246	101595	61348
1247	101670	61263
1248	101742	61175
1249	101805	61083
1250	101874	60994
1251	101940	60903
1252	102010	60815
1253	102090	60733
1254	102149	60638
1255	102205	60542
1256	102273	60452
1257	102341	60363
1258	102406	60272
1259	102472	60182
1260	102537	60091
1261	102603	60001
1262	102665	59908
1263	102734	59820
1264	102812	59736
1265	102892	59654
1266	102960	59565
1267	103026	59476
1268	103089	59384
1269	103157	59295
1270	103225	59206
1271	103303	59123
1272	103371	59034
1273	103452	58953
1274	103508	58857
1275	103569	58764
1276	103638	58676
1277	103701	58585
1278	103766	58495
1279	103838	58408
1280	103913	58324
1281	103979	58234
1282	104043	58144
1283	104112	58056
1284	104191	57974
1285	104261	57886
1286	104329	57798
1287	104390	57706
1288	104462	57620
1289	104522	57527
1290	104584	57436
1291	104641	57342
1292	104713	57256
1293	104772	57163
1294	104829	57069
1295	104898	56981
1296	104973	56897
1297	105028	56802
1298	105092	56712
1299	105151	56619
1300	105223	56534
1301	105302	56452
1302	105361	56359
1303	105432	56273
1304	105515	56194
1305	105584	56107
1306	105660	56023
1307	105730	55936
1308	105790	55844
1309	105850	55753
1310	105923	55668
1311	105982	55576
1312	106046	55486
1313	106116	55400
1314	106185	55313
1315	106241	55219
1316	106306	55131
1317	106373	55043
1318	106438	54954
1319	106502	54865
1320	106571	54778
1321	106631	54686
1322	106700	54600
1323	106766	54511
1324	106832	54424
1325	106901	54337
1326	106981	54256
1327	107052	54170
1328	107113	54080
1329	107178	53992
1330	107247	53905
1331	107307	53814
1332	107368	53724
1333	107436	53637
1334	107502	53549
1335	107561	53458
1336	107619	53367
1337	107674	53273
1338	107738	53185
1339	107799	53095
1340	107852	53001
1341	107908	52908
1342	107969	52818
1343	108033	52730
1344	108095	52641
1345	108154	52550
1346	108238	52471
1347	108304	52384
1348	108370	52297
1349	108435	52209
1350	108507	52125
1351	108575	52039
1352	108632	51947
1353	108687	51855
1354	108757	51770
1355	108820	51681
1356	108881	51592
1357	108935	51499
1358	108999	51411
1359	109057	51321
1360	109112	51229
1361	109172	51139
1362	109238	51052
1363	109299	50963
1364	109353	50871
1365	109414	50782
1366	109493	50701
1367	109559	50615
1368	109614	50523
1369	109672	50433
1370	109773	50362
1371	109854	50283
1372	109909	50191
1373	109971	50103
1374	110041	50018
1375	110099	49929
1376	110163	49841
1377	110218	49750
1378	110288	49665
1379	110346	49576
1380	110411	49489
1381	110474	49401
1382	110538	49314
1383	110598	49225
1384	110653	49135
1385	110706	49043
1386	110770	48956
1387	110826	48865
1388	110887	48777
1389	110951	48691
1390	111025	48608
1391	111089	48521
1392	111160	48438
1393	111225	48351
1394	111292	48266
1395	111352	48178
1396	111416	48091
1397	111475	48003
1398	111549	47921
1399	111608	47832
1400	111663	47742
1401	111717	47651
1402	111784	47566
1403	111844	47478
1404	111905	47390
1405	111960	47300
1406	112029	47216
1407	112093	47130
1408	112169	47049
1409	112227	46960
1410	112303	46879
1411	112363	46791
1412	112430	46706
1413	112500	46623
1414	112567	46538
1415	112628	46451
1416	112688	46363
1417	112740	46273
1418	112805	46187
1419	112865	46099
1420	112927	46013
1421	112987	45926
1422	113052	45840
1423	113109	45752
1424	113172	45665
1425	113234	45579
1426	113301	45495
1427	113363	45408
1428	113418	45319
1429	113476	45231
1430	113548	45149
1431	113610	45063
1432	113672	44977
1433	113742	44894
1434	113812	44811
1435	113873	44724
1436	113934	44638
1437	114003	44554
1438	114081	44475
1439	114148	44391
1440	114213	44306
1441	114278	44221
1442	114355	44141
1443	114419	44056
1444	114490	43974
1445	114553	43888
1446	114627	43807
1447	114695	43723
1448	114765	43641
1449	114826	43554
1450	114889	43469
1451	114947	43382
1452	115003	43294
1453	115062	43207
1454	115132	43125
1455	115206	43044
1456	115273	42960
1457	115339	42876
1458	115420	42798
1459	115487	42714
1460	115555	42631
1461	115629	42550
1462	115686	42463
1463	115744	42376
1464	115813	42293
1465	115875	42208
1466	115937	42123
1467	115998	42037
1468	116064	41953
1469	116128	41869
1470	116188	41783
1471	116252	41699
1472	116324	41617
1473	116388	41533
1474	116452	41449
1475	116510	41362
1476	116581	41280
1477	116651	41199
1478	116720	41116
1479	116792	41035
1480	116869	40955
1481	116943	40874
1482	117016	40794
1483	117081	40710
1484	117148	40627
1485	117210	40542
1486	117280	40460
1487	117349	40378
1488	117407	40292
1489	117468	40207
1490	117540	40126
1491	117604	40042
1492	117666	39957
1493	117726	39872
1494	117795	39790
1495	117856	39705
1496	117914	39620
1497	117972	39534
1498	118046	39453
1499	118108	39369
1500	118173	39286
1501	118227	39199
1502	118294	39116
1503	118363	39034
1504	118435	38953
1505	118500	38870
1506	118574	38790
1507	118644	38708
1508	118717	38628
1509	118778	38543
1510	118845	38461
1511	118902	38375
1512	118964	38291
1513	119029	38208
1514	119102	38128
1515	119170	38046
1516	119232	37962
1517	119298	37880
1518	119369	37799
1519	119430	37714
1520	119487	37629
1521	119548	37545
1522	119618	37464
1523	119670	37377
1524	119731	37293
1525	119795	37210
1526	119870	37130
1527	119933	37047
1528	120000	36965
1529	120065	36882
1530	120149	36806
1531	120211	36722
1532	120270	36638
1533	120323	36551
1534	120394	36471
1535	120461	36389
1536	120523	36305
1537	120580	36221
1538	120650	36140
1539	120714	36057
1540	120774	35973
1541	120843	35892
1542	120913	35811
1543	120971	35727
1544	121028	35642
1545	121088	35559
1546	121197	35489
1547	121270	35409
1548	121331	35326
1549	121392	35242
1550	121472	35165
1551	121535	35082
1552	121595	34998
1553	121652	34914
1554	121727	34835
1555	121798	34754
1556	121873	34675
1557	121928	34590
1558	121999	34510
1559	122060	34427
1560	122123	34344
1561	122184	34261
1562	122253	34180
1563	122315	34098
1564	122381	34016
1565	122444	33934
1566	122513	33853
1567	122569	33769
1568	122633	33687
1569	122697	33605
1570	122773	33526
1571	122829	33442
1572	122895	33360
1573	122955	33277
1574	123028	33198
1575	123084	33114
1576	123139	33029
1577	123205	32948
1578	123285	32870
1579	123348	32788
1580	123409	32706
1581	123474	32624
1582	123549	32545
1583	123610	32463
1584	123667	32379
1585	123721	32295
1586	123792	32215
1587	123857	32134
1588	123915	32051
1589	123970	31967
1590	124048	31889
1591	124259	31845
1592	124336	31766
1593	124398	31685
1594	124463	31603
1595	124527	31521
1596	124589	31439
1597	124647	31356
1598	124702	31273
1599	124767	31191
1600	124829	31109
1601	124893	31028
1602	124959	30947
1603	125024	30866
1604	125084	30783
1605	125156	30704
1606	125218	30622
1607	125283	30541
1608	125348	30460
1609	125420	30381
1610	125485	30300
1611	125562	30222
1612	125629	30141
1613	125695	30060
1614	125804	29990
1615	125870	29909
1616	125931	29827
1617	125989	29745
1618	126068	29667
1619	126138	29588
1620	126217	29510
1621	126273	29427
1622	126341	29347
1623	126400	29265
1624	126465	29184
1625	126518	29100
1626	126587	29021
1627	126648	28939
1628	126706	28857
1629	126780	28778
1630	126853	28699
1631	126913	28617
1632	126976	28536
1633	127040	28455
1634	127124	28379
1635	127187	28298
1636	127252	28217
1637	127310	28135
1638	127380	28056
1639	127438	27974
1640	127499	27892
1641	127555	27810
1642	127620	27730
1643	127678	27648
1644	127741	27567
1645	127793	27484
1646	127859	27403
1647	127917	27322
1648	127975	27240
1649	128033	27158
1650	128102	27079
1651	128176	27000
1652	128236	26919
1653	128303	26839
1654	128375	26761
1655	128439	26680
1656	128503	26600
1657	128569	26520
1658	128645	26442
1659	128705	26361
1660	128763	26279
1661	128816	26197
1662	128898	26120
